,tiempo,producto,transporte,origen,destino,costo,valor_decision
277,1,ANTIFIBRILANTES,40.0,CGNA_PORT,VILLANUEVA,6295651.9,0.025
278,1,ANTIFIBRILANTES,1.0,MB_PLANT,BARRANQUILLA,80000.0,3.0
279,1,ANTIFIBRILANTES,1.0,MB_PLANT,BOGOTA,166400.0,40.0
280,1,ANTIFIBRILANTES,1.0,MB_PLANT,CALI,173000.0,1.0
281,1,ANTIFIBRILANTES,1.0,MB_PLANT,CARTAGENA,1000.0,156.075
282,1,ANTIFIBRILANTES,1.0,MB_PLANT,MEDELLIN,153600.0,18.45
283,1,ANTIFIBRILANTES,1.0,MB_PLANT,RIONEGRO,153600.0,30.0
284,1,ANTIFIBRILANTES,,CGNA_CEDI_ALMACENAMIENTO,CGNA_CEDI_ALMACENAMIENTO,17602.5,0.0
285,1,ANTIFIBRILANTES,,ABOD_ALMACENAMIENTO,ABOD_ALMACENAMIENTO,30129.0,0.0
286,1,ANTIFIBRILANTES,,BBOD_ALMACENAMIENTO,BBOD_ALMACENAMIENTO,30129.0,0.0
287,1,ANTIFIBRILANTES,,CBOD_ALMACENAMIENTO,CBOD_ALMACENAMIENTO,30129.0,0.0
288,1,ANTIFIBRILANTES,,CGNA_PLANT_ALMACENAMIENTO,CGNA_PLANT_ALMACENAMIENTO,0.0,0.0
289,1,ANTIFIBRILANTES,,MB_PLANT_ALMACENAMIENTO,MB_PLANT_ALMACENAMIENTO,0.0,0.0
290,1,AYUDAS DE PROCESO,4.5,BUEN_PORT,CGNA_PLANT,2425000.0,0.0
291,1,AYUDAS DE PROCESO,8.5,BUEN_PORT,CGNA_PLANT,2990000.0,0.0
292,1,AYUDAS DE PROCESO,17.0,BUEN_PORT,CGNA_PLANT,4750000.0,0.0
293,1,AYUDAS DE PROCESO,34.0,BUEN_PORT,CGNA_PLANT,6190000.0,0.0
294,1,AYUDAS DE PROCESO,4.5,BUEN_PORT,ABOD,1085000.0,0.0
295,1,AYUDAS DE PROCESO,8.5,BUEN_PORT,ABOD,1495000.0,0.0
296,1,AYUDAS DE PROCESO,17.0,BUEN_PORT,ABOD,3400000.0,0.0
297,1,AYUDAS DE PROCESO,34.0,BUEN_PORT,ABOD,4390000.0,0.0
298,1,AYUDAS DE PROCESO,1.0,BUEN_PORT,CBOD,64488.0,0.0
299,1,AYUDAS DE PROCESO,4.5,BUEN_PORT,BBOD,1085000.0,0.0
300,1,AYUDAS DE PROCESO,8.5,BUEN_PORT,BBOD,1495000.0,0.0
301,1,AYUDAS DE PROCESO,17.0,BUEN_PORT,BBOD,3180000.0,0.0
302,1,AYUDAS DE PROCESO,34.0,BUEN_PORT,BBOD,4390000.0,0.0
303,1,AYUDAS DE PROCESO,4.5,BUEN_PORT,CGNA_CEDI,2425000.0,0.0
304,1,AYUDAS DE PROCESO,8.5,BUEN_PORT,CGNA_CEDI,2990000.0,0.0
305,1,AYUDAS DE PROCESO,17.0,BUEN_PORT,CGNA_CEDI,4750000.0,0.0
306,1,AYUDAS DE PROCESO,34.0,BUEN_PORT,CGNA_CEDI,6190000.0,0.0
307,1,AYUDAS DE PROCESO,999.0,CGNA_PLANT,CGNA_PORT,1.0,0.0
308,1,AYUDAS DE PROCESO,1.0,CGNA_PLANT,ABOD,153600.0,0.0
309,1,AYUDAS DE PROCESO,1.0,CGNA_PLANT,CBOD,173000.0,0.0
310,1,AYUDAS DE PROCESO,1.0,CGNA_PLANT,BBOD,166400.0,0.0
311,1,AYUDAS DE PROCESO,1.0,CGNA_PORT,CGNA_PLANT,64488.0,0.0
