,tiempo,producto,transporte,origen,destino,costo,valor_decision
1549,3,LLDPE BUT (M.I. 1)CA,8.5,BBOD,BUCARAMANGA,1640000.0,0.0011764705882352942
1550,3,LLDPE BUT (M.I. 1)CA,4.5,BBOD,BUCARAMANGA,1160000.0,0.0022222222222222222
1551,3,LLDPE BUT (M.I. 1)CA,34.0,BBOD,CALI,4265000.0,0.004191176470588235
1552,3,LLDPE BUT (M.I. 1)CA,17.0,BBOD,CALI,2840000.0,0.00026470588235294115
1553,3,LLDPE BUT (M.I. 1)CA,8.5,BBOD,CALI,1540000.0,0.00017647058823529413
1554,3,LLDPE BUT (M.I. 1)CA,4.5,BBOD,CALI,1135000.0,0.0003333333333333333
1555,3,LLDPE BUT (M.I. 1)CA,1.0,BBOD,FUNZA,80584.0,3.0
1556,3,LLDPE BUT (M.I. 1)CA,4.5,BBOD,MOSQUERA,80584.0,0.6666666666666666
1557,3,LLDPE BUT (M.I. 1)CA,1.0,CBOD,CALI,64488.0,15.725000000000001
1558,3,LLDPE BUT (M.I. 1)CA,1.0,CBOD,YUMBO,64488.0,22.05
1569,3,LLDPE HEXENO,4.5,BBOD,MOSQUERA,80584.0,1.1111111111111112
1576,3,MASTERB. BLANCO B.PE,1.0,ABOD,ITAGUI,64488.0,1.65
1577,3,MASTERB. BLANCO B.PE,1.0,ABOD,LA ESTRELLA,64488.0,0.3
1578,3,MASTERB. BLANCO B.PE,1.0,ABOD,MEDELLIN,64488.0,1.35
1579,3,MASTERB. BLANCO B.PE,1.0,BBOD,BOGOTA,64488.0,4.574999999999999
1581,3,MASTERB. BLANCO B.PE,4.5,BBOD,COTA,80584.0,0.05555555555555555
1582,3,MASTERB. BLANCO B.PE,1.0,BBOD,FUNZA,80584.0,2.2
1583,3,MASTERB. BLANCO B.PE,4.5,BBOD,MOSQUERA,80584.0,0.08888888888888889
1584,3,MASTERB. BLANCO B.PE,1.0,CBOD,CALI,64488.0,7.7250000000000005
1585,3,MASTERB. BLANCO B.PE,8.5,CBOD,DOSQUEBRADAS,1166447.0,0.11176470588235292
1586,3,MASTERB. BLANCO B.PE,4.5,CBOD,DOSQUEBRADAS,805577.0,0.01111111111111111
1587,3,MASTERB. BLANCO B.PE,8.5,CBOD,GUACHENE,558671.0,0.0027941176470588237
1588,3,MASTERB. BLANCO B.PE,4.5,CBOD,GUACHENE,483345.0,0.00027777777777777783
1589,3,MASTERB. BLANCO B.PE,1.0,CBOD,PALMIRA,64488.0,0.2
1590,3,MASTERB. BLANCO B.PE,8.5,CBOD,PEREIRA,1166447.0,0.11176470588235293
1591,3,MASTERB. BLANCO B.PE,4.5,CBOD,PEREIRA,805577.0,0.011111111111111112
1592,3,MASTERB. BLANCO B.PE,34.0,CBOD,VILLA RICA,3770000.0,0.005588235294117647
1593,3,MASTERB. BLANCO B.PE,17.0,CBOD,VILLA RICA,2680000.0,0.00035294117647058826
1594,3,MASTERB. BLANCO B.PE,8.5,CBOD,VILLA RICA,980000.0,0.00023529411764705883
1595,3,MASTERB. BLANCO B.PE,4.5,CBOD,VILLA RICA,775000.0,0.00044444444444444447
1596,3,MASTERB. BLANCO B.PE,1.0,CBOD,YUMBO,64488.0,0.05
1627,3,MASTERB. BLANCO B.PS,1.0,BBOD,BOGOTA,64488.0,1.575
1628,3,MASTERB. BLANCO B.PS,1.0,BBOD,FUNZA,80584.0,1.5
1634,3,MASTERB. NEGRO B.PE,1.0,ABOD,CALDAS,64488.0,0.5
1635,3,MASTERB. NEGRO B.PE,1.0,ABOD,ITAGUI,64488.0,0.1
1636,3,MASTERB. NEGRO B.PE,1.0,ABOD,LA ESTRELLA,64488.0,0.525
1637,3,MASTERB. NEGRO B.PE,1.0,ABOD,MEDELLIN,64488.0,1.3499999999999999
1638,3,MASTERB. NEGRO B.PE,1.0,BBOD,BOGOTA,64488.0,1.3499999999999999
1640,3,MASTERB. NEGRO B.PE,1.0,BBOD,FUNZA,80584.0,0.05
1641,3,MASTERB. NEGRO B.PE,1.0,CBOD,CALI,64488.0,0.05
1642,3,MASTERB. NEGRO B.PE,8.5,CBOD,DOSQUEBRADAS,1166447.0,0.1341176470588235
1643,3,MASTERB. NEGRO B.PE,4.5,CBOD,DOSQUEBRADAS,805577.0,0.013333333333333332
1644,3,MASTERB. NEGRO B.PE,8.5,CBOD,PEREIRA,1166447.0,0.055882352941176466
1645,3,MASTERB. NEGRO B.PE,4.5,CBOD,PEREIRA,805577.0,0.005555555555555556
1646,3,MASTERB. NEGRO B.PE,8.5,CBOD,PUERTO TEJADA,558671.0,0.005588235294117647
1647,3,MASTERB. NEGRO B.PE,4.5,CBOD,PUERTO TEJADA,483345.0,0.0005555555555555557
1667,3,MASTERB. NEGRO B.PP,1.0,ABOD,ITAGUI,64488.0,1.2
1668,3,MASTERB. NEGRO B.PP,1.0,BBOD,BOGOTA,64488.0,0.22499999999999998
1680,3,MASTERBATCH DE COLOR,1.0,ABOD,ITAGUI,64488.0,0.8
1681,3,MASTERBATCH DE COLOR,1.0,ABOD,MEDELLIN,64488.0,0.6500000000000001
1682,3,MASTERBATCH DE COLOR,1.0,BBOD,BOGOTA,64488.0,0.675
1683,3,MASTERBATCH DE COLOR,1.0,BBOD,FUNZA,80584.0,0.616
1685,3,MASTERBATCH DE COLOR,4.5,BBOD,MOSQUERA,80584.0,0.055555555555555566
1686,3,MASTERBATCH DE COLOR,34.0,BBOD,RIONEGRO,4365000.0,0.004191176470588235
1687,3,MASTERBATCH DE COLOR,17.0,BBOD,RIONEGRO,2950000.0,0.00026470588235294115
1688,3,MASTERBATCH DE COLOR,8.5,BBOD,RIONEGRO,1580000.0,0.00017647058823529413
1689,3,MASTERBATCH DE COLOR,4.5,BBOD,RIONEGRO,1160000.0,0.0003333333333333333
1690,3,MASTERBATCH DE COLOR,8.5,CBOD,PEREIRA,1166447.0,0.005588235294117647
1691,3,MASTERBATCH DE COLOR,4.5,CBOD,PEREIRA,805577.0,0.0005555555555555557
1708,3,OTROS COMPUESTOS,34.0,CBOD,BOGOTA,4390000.0,3.7860294117647055
1709,3,OTROS COMPUESTOS,17.0,CBOD,BOGOTA,3180000.0,0.2391176470588235
1710,3,OTROS COMPUESTOS,8.5,CBOD,BOGOTA,1495000.0,0.15941176470588236
1711,3,OTROS COMPUESTOS,4.5,CBOD,BOGOTA,1085000.0,0.3011111111111111
1712,3,OTROS COMPUESTOS,1.0,CBOD,CALI,64488.0,5.0
1719,3,PP REF.FIBRA  VIDRIO,1.0,BBOD,FUNZA,80584.0,0.2
1726,3,PP REFORZADO  CACO3,1.0,BBOD,BOGOTA,64488.0,0.125
1727,3,PP REFORZADO  CACO3,4.5,BBOD,COTA,80584.0,1.0888888888888888
1733,3,PP REFORZADO  TALCO,1.0,ABOD,GIRARDOTA,64488.0,0.2
1751,4,ADITIVOS,1.0,ABOD,ENVIGADO,64488.0,0.1
1752,4,ADITIVOS,1.0,BBOD,BOGOTA,64488.0,0.07500000000000001
1753,4,ADITIVOS,1.0,BBOD,FUNZA,80584.0,0.275
1754,4,ADITIVOS,1.0,CBOD,CALI,64488.0,0.7
1755,4,ADITIVOS,8.5,CBOD,DOSQUEBRADAS,1166447.0,0.005588235294117647
1756,4,ADITIVOS,4.5,CBOD,DOSQUEBRADAS,805577.0,0.0005555555555555557
1757,4,ADITIVOS,8.5,CBOD,PEREIRA,1166447.0,0.011176470588235295
1758,4,ADITIVOS,4.5,CBOD,PEREIRA,805577.0,0.0011111111111111113
1774,4,ANTIFIBRILANTES,1.0,BBOD,FUNZA,80584.0,0.725
1785,4,AYUDAS DE PROCESO,1.0,ABOD,ENVIGADO,64488.0,0.1
1786,4,AYUDAS DE PROCESO,1.0,ABOD,GIRARDOTA,64488.0,0.5
1787,4,AYUDAS DE PROCESO,1.0,ABOD,ITAGUI,64488.0,3.7
1788,4,AYUDAS DE PROCESO,1.0,ABOD,MEDELLIN,64488.0,11.1
1789,4,AYUDAS DE PROCESO,1.0,BBOD,BOGOTA,64488.0,2.2750000000000004
1790,4,AYUDAS DE PROCESO,4.5,BBOD,COTA,80584.0,0.2222222222222222
1791,4,AYUDAS DE PROCESO,8.5,CBOD,ARMENIA,1166447.0,0.1676470588235294
1792,4,AYUDAS DE PROCESO,4.5,CBOD,ARMENIA,805577.0,0.01666666666666667
1793,4,AYUDAS DE PROCESO,1.0,CBOD,CALI,64488.0,9.125000000000002
1794,4,AYUDAS DE PROCESO,1.0,CBOD,PALMIRA,64488.0,1.0
1809,4,COPOLIMERO IMPACTO,1.0,ABOD,LA ESTRELLA,64488.0,0.725
1810,4,COPOLIMERO IMPACTO,1.0,ABOD,MEDELLIN,64488.0,2.575
1811,4,COPOLIMERO IMPACTO,1.0,ABOD,SABANETA,64488.0,0.6749999999999999
1812,4,COPOLIMERO IMPACTO,34.0,BBOD,BARRANQUILLA,5025000.0,0.38349264705882347
1813,4,COPOLIMERO IMPACTO,17.0,BBOD,BARRANQUILLA,3200000.0,0.024220588235294115
1814,4,COPOLIMERO IMPACTO,8.5,BBOD,BARRANQUILLA,2270000.0,0.016147058823529414
1815,4,COPOLIMERO IMPACTO,4.5,BBOD,BARRANQUILLA,1930000.0,0.030500000000000003
1816,4,COPOLIMERO IMPACTO,1.0,BBOD,BOGOTA,64488.0,64.975
1817,4,COPOLIMERO IMPACTO,4.5,BBOD,CAJICA,362628.0,0.2222222222222222
1818,4,COPOLIMERO IMPACTO,4.5,BBOD,COTA,80584.0,2.022222222222222
1819,4,COPOLIMERO IMPACTO,1.0,BBOD,FUNZA,80584.0,0.3
1821,4,COPOLIMERO IMPACTO,4.5,BBOD,MADRID,80584.0,0.044444444444444446
1822,4,COPOLIMERO IMPACTO,4.5,BBOD,TENJO,362628.0,0.2222222222222222
1823,4,COPOLIMERO IMPACTO,4.5,BBOD,TOCANCIPA,80584.0,0.7111111111111111
1824,4,COPOLIMERO IMPACTO,1.0,CBOD,CALI,64488.0,1.025
1825,4,COPOLIMERO IMPACTO,1.0,CBOD,CANDELARIA,64488.0,0.025
1826,4,COPOLIMERO IMPACTO,8.5,CBOD,MANIZALES,1166447.0,0.11176470588235293
1827,4,COPOLIMERO IMPACTO,4.5,CBOD,MANIZALES,805577.0,0.011111111111111112
1828,4,COPOLIMERO IMPACTO,1.0,CBOD,PALMIRA,64488.0,0.025
1829,4,COPOLIMERO IMPACTO,8.5,CBOD,PEREIRA,1166447.0,0.055882352941176466
1830,4,COPOLIMERO IMPACTO,4.5,CBOD,PEREIRA,805577.0,0.005555555555555556
1831,4,COPOLIMERO IMPACTO,1.0,CBOD,YUMBO,64488.0,0.1
1861,4,COPOLIMERO RANDOM,4.5,ABOD,COPACABANA,344052.0,0.15555555555555556
1862,4,COPOLIMERO RANDOM,1.0,ABOD,ENVIGADO,64488.0,5.4
1863,4,COPOLIMERO RANDOM,1.0,ABOD,GIRARDOTA,64488.0,2.7
1864,4,COPOLIMERO RANDOM,4.5,ABOD,GUARNE,344052.0,0.06666666666666667
1865,4,COPOLIMERO RANDOM,1.0,ABOD,ITAGUI,64488.0,0.42500000000000004
1866,4,COPOLIMERO RANDOM,1.0,ABOD,LA ESTRELLA,64488.0,4.075
1867,4,COPOLIMERO RANDOM,1.0,ABOD,MEDELLIN,64488.0,2.6750000000000003
1868,4,COPOLIMERO RANDOM,1.0,ABOD,SABANETA,64488.0,1.025
1869,4,COPOLIMERO RANDOM,1.0,BBOD,BOGOTA,64488.0,33.64999999999999
1870,4,COPOLIMERO RANDOM,1.0,BBOD,FUNZA,80584.0,0.3
1873,4,COPOLIMERO RANDOM,1.0,CBOD,CALI,64488.0,3.925
1875,4,COPOLIMERO RANDOM,8.5,CBOD,GUACHENE,558671.0,0.44705882352941173
1876,4,COPOLIMERO RANDOM,4.5,CBOD,GUACHENE,483345.0,0.044444444444444446
1877,4,COPOLIMERO RANDOM,8.5,CBOD,MANIZALES,1166447.0,0.13691176470588237
1878,4,COPOLIMERO RANDOM,4.5,CBOD,MANIZALES,805577.0,0.013611111111111112
1879,4,COPOLIMERO RANDOM,34.0,CBOD,VILLA RICA,3770000.0,0.011875
1880,4,COPOLIMERO RANDOM,17.0,CBOD,VILLA RICA,2680000.0,0.0007499999999999999
1881,4,COPOLIMERO RANDOM,8.5,CBOD,VILLA RICA,980000.0,0.0005
1882,4,COPOLIMERO RANDOM,4.5,CBOD,VILLA RICA,775000.0,0.0009444444444444445
1883,4,COPOLIMERO RANDOM,1.0,CBOD,YUMBO,64488.0,3.6
1921,4,HDPE HMW BIMODAL,34.0,ABOD,BUCARAMANGA,3820000.0,0.11176470588235293
1922,4,HDPE HMW BIMODAL,17.0,ABOD,BUCARAMANGA,2610000.0,0.007058823529411764
1923,4,HDPE HMW BIMODAL,8.5,ABOD,BUCARAMANGA,1660000.0,0.004705882352941177
1924,4,HDPE HMW BIMODAL,4.5,ABOD,BUCARAMANGA,1455000.0,0.008888888888888889
1925,4,HDPE HMW BIMODAL,1.0,ABOD,ITAGUI,64488.0,12.5
1926,4,HDPE HMW BIMODAL,1.0,ABOD,MEDELLIN,64488.0,7.050000000000001
1927,4,HDPE HMW BIMODAL,1.0,ABOD,SABANETA,64488.0,3.8
1928,4,HDPE HMW BIMODAL,1.0,BBOD,BOGOTA,64488.0,33.050000000000004
1929,4,HDPE HMW BIMODAL,34.0,CBOD,BOGOTA,4390000.0,0.39117647058823524
1930,4,HDPE HMW BIMODAL,17.0,CBOD,BOGOTA,3180000.0,0.024705882352941175
1931,4,HDPE HMW BIMODAL,8.5,CBOD,BOGOTA,1495000.0,0.01647058823529412
1932,4,HDPE HMW BIMODAL,4.5,CBOD,BOGOTA,1085000.0,0.031111111111111114
1933,4,HDPE HMW BIMODAL,1.0,CBOD,CALI,64488.0,8.725
1934,4,HDPE HMW BIMODAL,8.5,CBOD,DOSQUEBRADAS,1166447.0,0.3352941176470588
1935,4,HDPE HMW BIMODAL,4.5,CBOD,DOSQUEBRADAS,805577.0,0.03333333333333334
1950,4,HDPE SOPLADO,34.0,ABOD,BOGOTA,3150000.0,0.03911764705882353
1951,4,HDPE SOPLADO,17.0,ABOD,BOGOTA,2735000.0,0.002470588235294117
1952,4,HDPE SOPLADO,8.5,ABOD,BOGOTA,1580000.0,0.0016470588235294116
1953,4,HDPE SOPLADO,4.5,ABOD,BOGOTA,1135000.0,0.003111111111111111
1954,4,HDPE SOPLADO,1.0,ABOD,ITAGUI,64488.0,10.1
1955,4,HDPE SOPLADO,1.0,ABOD,LA ESTRELLA,64488.0,8.975
1956,4,HDPE SOPLADO,1.0,ABOD,MEDELLIN,64488.0,2.0
1957,4,HDPE SOPLADO,1.0,ABOD,SABANETA,64488.0,2.0
1958,4,HDPE SOPLADO,1.0,BBOD,BOGOTA,64488.0,0.7500000000000001
1959,4,HDPE SOPLADO,4.5,BBOD,MOSQUERA,80584.0,0.011111111111111112
1960,4,HDPE SOPLADO,34.0,CBOD,BOGOTA,4390000.0,0.0006985294117647059
1961,4,HDPE SOPLADO,17.0,CBOD,BOGOTA,3180000.0,4.411764705882353e-05
1962,4,HDPE SOPLADO,8.5,CBOD,BOGOTA,1495000.0,2.9411764705882354e-05
1963,4,HDPE SOPLADO,4.5,CBOD,BOGOTA,1085000.0,5.555555555555556e-05
1964,4,HDPE SOPLADO,1.0,CBOD,CALI,64488.0,1.975
1965,4,HDPE SOPLADO,1.0,CBOD,CANDELARIA,64488.0,2.5
1966,4,HDPE SOPLADO,8.5,CBOD,MANIZALES,1166447.0,0.02235294117647059
1967,4,HDPE SOPLADO,4.5,CBOD,MANIZALES,805577.0,0.0022222222222222227
1976,4,HDPE SOPLADO (HMW),1.0,BBOD,BOGOTA,64488.0,0.1
1978,4,HDPE SOPLADO FORMOLE,1.0,ABOD,MEDELLIN,64488.0,0.5
1979,4,HDPE SOPLADO FORMOLE,1.0,BBOD,BOGOTA,64488.0,0.2
1980,4,HDPE SOPLADO FORMOLE,1.0,CBOD,CALI,64488.0,1.4500000000000002
1981,4,HDPE SOPLADO FORMOLE,1.0,CBOD,YUMBO,64488.0,0.15
1982,4,HOMOPOLIMERO,1.0,ABOD,BELLO,64488.0,0.5
1983,4,HOMOPOLIMERO,4.5,ABOD,COPACABANA,344052.0,0.016666666666666666
1984,4,HOMOPOLIMERO,1.0,ABOD,GIRARDOTA,64488.0,2.5
1985,4,HOMOPOLIMERO,1.0,ABOD,LA ESTRELLA,64488.0,6.0
1986,4,HOMOPOLIMERO,1.0,ABOD,MEDELLIN,64488.0,31.924999999999997
1987,4,HOMOPOLIMERO,1.0,ABOD,SABANETA,64488.0,5.300000000000001
1988,4,HOMOPOLIMERO,1.0,BBOD,BOGOTA,64488.0,132.24999999999997
1990,4,HOMOPOLIMERO,34.0,BBOD,CALI,4265000.0,0.0006985294117647059
1991,4,HOMOPOLIMERO,17.0,BBOD,CALI,2840000.0,4.411764705882353e-05
1992,4,HOMOPOLIMERO,8.5,BBOD,CALI,1540000.0,2.9411764705882354e-05
1993,4,HOMOPOLIMERO,4.5,BBOD,CALI,1135000.0,5.555555555555556e-05
1994,4,HOMOPOLIMERO,4.5,BBOD,COTA,80584.0,0.3111111111111111
1995,4,HOMOPOLIMERO,1.0,BBOD,FUNZA,80584.0,37.54999999999999
1996,4,HOMOPOLIMERO,4.5,BBOD,MADRID,80584.0,0.05555555555555555
1997,4,HOMOPOLIMERO,4.5,BBOD,MOSQUERA,80584.0,0.27222222222222225
1998,4,HOMOPOLIMERO,4.5,BBOD,MOSQUERA,80584.0,0.6444444444444444
1999,4,HOMOPOLIMERO,34.0,BBOD,PEREIRA,4220000.0,0.0013970588235294118
2000,4,HOMOPOLIMERO,17.0,BBOD,PEREIRA,2800000.0,8.823529411764706e-05
2001,4,HOMOPOLIMERO,8.5,BBOD,PEREIRA,1540000.0,5.882352941176471e-05
2002,4,HOMOPOLIMERO,4.5,BBOD,PEREIRA,1135000.0,0.00011111111111111112
2003,4,HOMOPOLIMERO,1.0,BBOD,SOACHA,80584.0,16.0
2004,4,HOMOPOLIMERO,1.0,BBOD,SIBERIA,80584.0,5.0
2005,4,HOMOPOLIMERO,4.5,BBOD,TENJO,362628.0,0.2222222222222222
2006,4,HOMOPOLIMERO,4.5,BBOD,TOCANCIPA,80584.0,0.48888888888888893
2007,4,HOMOPOLIMERO,4.5,BBOD,ZIPAQUIRA,80584.0,1.3333333333333333
2008,4,HOMOPOLIMERO,1.0,CBOD,CALI,64488.0,7.95
2009,4,HOMOPOLIMERO,8.5,CBOD,MANIZALES,1166447.0,0.04191176470588235
2010,4,HOMOPOLIMERO,4.5,CBOD,MANIZALES,805577.0,0.0041666666666666675
2011,4,HOMOPOLIMERO,34.0,CBOD,MEDELLIN,4390000.0,0.13970588235294118
2012,4,HOMOPOLIMERO,17.0,CBOD,MEDELLIN,3400000.0,0.008823529411764706
2013,4,HOMOPOLIMERO,8.5,CBOD,MEDELLIN,1495000.0,0.0058823529411764705
2014,4,HOMOPOLIMERO,4.5,CBOD,MEDELLIN,1085000.0,0.011111111111111112
2015,4,HOMOPOLIMERO,1.0,CBOD,YUMBO,64488.0,9.975
2066,4,LDPE POLIFEN 640,1.0,BBOD,BOGOTA,64488.0,4.775
2068,4,LDPE POLIFEN 641,4.5,ABOD,COPACABANA,344052.0,0.1111111111111111
2069,4,LDPE POLIFEN 641,1.0,ABOD,ITAGUI,64488.0,9.0
2070,4,LDPE POLIFEN 641,1.0,ABOD,LA ESTRELLA,64488.0,0.6
2071,4,LDPE POLIFEN 641,1.0,ABOD,MEDELLIN,64488.0,9.2
2072,4,LDPE POLIFEN 641,1.0,ABOD,SABANETA,64488.0,0.025
2073,4,LDPE POLIFEN 641,1.0,BBOD,BOGOTA,64488.0,114.67500000000004
2074,4,LDPE POLIFEN 641,4.5,BBOD,ZIPAQUIRA,80584.0,0.5555555555555556
2075,4,LDPE POLIFEN 641,1.0,CBOD,CALI,64488.0,26.0
2076,4,LDPE POLIFEN 641,8.5,CBOD,MANIZALES,1166447.0,0.011176470588235295
2077,4,LDPE POLIFEN 641,4.5,CBOD,MANIZALES,805577.0,0.0011111111111111113
2078,4,LDPE POLIFEN 641,1.0,CBOD,PALMIRA,64488.0,0.2
2079,4,LDPE POLIFEN 641,8.5,CBOD,PEREIRA,1166447.0,1.1176470588235294
2080,4,LDPE POLIFEN 641,4.5,CBOD,PEREIRA,805577.0,0.1111111111111111
2081,4,LDPE POLIFEN 641,34.0,CBOD,SANTANDER DE QUILICHAO,2750000.0,0.055882352941176466
2082,4,LDPE POLIFEN 641,17.0,CBOD,SANTANDER DE QUILICHAO,1370000.0,0.003529411764705882
2083,4,LDPE POLIFEN 641,8.5,CBOD,SANTANDER DE QUILICHAO,650000.0,0.0023529411764705885
2084,4,LDPE POLIFEN 641,4.5,CBOD,SANTANDER DE QUILICHAO,400000.0,0.0044444444444444444
2085,4,LDPE POLIFEN 641,34.0,CBOD,VILLA RICA,3770000.0,0.027941176470588233
2086,4,LDPE POLIFEN 641,17.0,CBOD,VILLA RICA,2680000.0,0.001764705882352941
2087,4,LDPE POLIFEN 641,8.5,CBOD,VILLA RICA,980000.0,0.0011764705882352942
2088,4,LDPE POLIFEN 641,4.5,CBOD,VILLA RICA,775000.0,0.0022222222222222222
2091,4,LDPE USO GENERAL,34.0,ABOD,BOGOTA,3150000.0,0.027941176470588233
2092,4,LDPE USO GENERAL,17.0,ABOD,BOGOTA,2735000.0,0.001764705882352941
2093,4,LDPE USO GENERAL,8.5,ABOD,BOGOTA,1580000.0,0.0011764705882352942
2094,4,LDPE USO GENERAL,4.5,ABOD,BOGOTA,1135000.0,0.0022222222222222222
2095,4,LDPE USO GENERAL,34.0,ABOD,BUCARAMANGA,3820000.0,0.7404411764705882
2096,4,LDPE USO GENERAL,17.0,ABOD,BUCARAMANGA,2610000.0,0.04676470588235294
2097,4,LDPE USO GENERAL,8.5,ABOD,BUCARAMANGA,1660000.0,0.031176470588235295
2098,4,LDPE USO GENERAL,4.5,ABOD,BUCARAMANGA,1455000.0,0.05888888888888889
2099,4,LDPE USO GENERAL,34.0,ABOD,CARTAGENA,3400000.0,1.3677205882352939
2100,4,LDPE USO GENERAL,17.0,ABOD,CARTAGENA,2650000.0,0.08638235294117647
2101,4,LDPE USO GENERAL,8.5,ABOD,CARTAGENA,2190000.0,0.05758823529411765
2102,4,LDPE USO GENERAL,4.5,ABOD,CARTAGENA,1580000.0,0.10877777777777778
2103,4,LDPE USO GENERAL,1.0,ABOD,ENVIGADO,64488.0,13.0
2104,4,LDPE USO GENERAL,1.0,ABOD,ITAGUI,64488.0,6.5
2105,4,LDPE USO GENERAL,1.0,BBOD,BOGOTA,64488.0,112.55
2106,4,LDPE USO GENERAL,1.0,BBOD,FUNZA,80584.0,1.0
2108,4,LDPE USO GENERAL,34.0,CBOD,BARRANQUILLA,6190000.0,1.4249999999999998
2109,4,LDPE USO GENERAL,17.0,CBOD,BARRANQUILLA,4750000.0,0.09
2110,4,LDPE USO GENERAL,8.5,CBOD,BARRANQUILLA,2990000.0,0.06
2111,4,LDPE USO GENERAL,4.5,CBOD,BARRANQUILLA,2425000.0,0.11333333333333334
2112,4,LDPE USO GENERAL,34.0,CBOD,BOGOTA,4390000.0,0.27941176470588236
2113,4,LDPE USO GENERAL,17.0,CBOD,BOGOTA,3180000.0,0.01764705882352941
2114,4,LDPE USO GENERAL,8.5,CBOD,BOGOTA,1495000.0,0.011764705882352941
2115,4,LDPE USO GENERAL,4.5,CBOD,BOGOTA,1085000.0,0.022222222222222223
2116,4,LDPE USO GENERAL,1.0,CBOD,CALI,64488.0,73.3
2117,4,LDPE USO GENERAL,1.0,CBOD,CANDELARIA,64488.0,1.0
2118,4,LDPE USO GENERAL,8.5,CBOD,DOSQUEBRADAS,1166447.0,0.5588235294117647
2119,4,LDPE USO GENERAL,4.5,CBOD,DOSQUEBRADAS,805577.0,0.05555555555555555
2120,4,LDPE USO GENERAL,8.5,CBOD,PEREIRA,1166447.0,1.0505882352941176
2121,4,LDPE USO GENERAL,4.5,CBOD,PEREIRA,805577.0,0.10444444444444445
2129,4,LD_PO_NP_641,1.0,BBOD,BOGOTA,64488.0,33.975
2130,4,LLDPE BUT (M.I. 1)CA,1.0,ABOD,ITAGUI,64488.0,3.25
2131,4,LLDPE BUT (M.I. 1)CA,1.0,ABOD,MEDELLIN,64488.0,5.0
2132,4,LLDPE BUT (M.I. 1)CA,1.0,ABOD,SABANETA,64488.0,1.2000000000000002
2133,4,LLDPE BUT (M.I. 1)CA,1.0,BBOD,BOGOTA,64488.0,17.375
2134,4,LLDPE BUT (M.I. 1)CA,1.0,BBOD,FUNZA,80584.0,8.975
2135,4,LLDPE BUT (M.I. 1)CA,1.0,CBOD,CALI,64488.0,8.499999999999998
2136,4,LLDPE BUT (M.I. 1)CA,8.5,CBOD,MANIZALES,1166447.0,0.5588235294117647
2137,4,LLDPE BUT (M.I. 1)CA,4.5,CBOD,MANIZALES,805577.0,0.05555555555555555
2149,4,LLDPE HEXENO,1.0,BBOD,BOGOTA,64488.0,0.05
2155,4,MASTERB. BLANCO B.PE,1.0,ABOD,ITAGUI,64488.0,1.55
2156,4,MASTERB. BLANCO B.PE,1.0,ABOD,LA ESTRELLA,64488.0,0.3
2157,4,MASTERB. BLANCO B.PE,1.0,ABOD,MEDELLIN,64488.0,1.65
2158,4,MASTERB. BLANCO B.PE,1.0,BBOD,BOGOTA,64488.0,3.0749999999999997
2159,4,MASTERB. BLANCO B.PE,1.0,BBOD,FUNZA,80584.0,0.8250000000000001
2160,4,MASTERB. BLANCO B.PE,8.5,CBOD,ARMENIA,1166447.0,0.033529411764705884
2161,4,MASTERB. BLANCO B.PE,4.5,CBOD,ARMENIA,805577.0,0.003333333333333334
2162,4,MASTERB. BLANCO B.PE,1.0,CBOD,CALI,64488.0,5.875
2163,4,MASTERB. BLANCO B.PE,8.5,CBOD,DOSQUEBRADAS,1166447.0,0.08941176470588236
2164,4,MASTERB. BLANCO B.PE,4.5,CBOD,DOSQUEBRADAS,805577.0,0.00888888888888889
2165,4,MASTERB. BLANCO B.PE,1.0,CBOD,MIRANDA,64488.0,0.025
2166,4,MASTERB. BLANCO B.PE,1.0,CBOD,PALMIRA,64488.0,0.15000000000000002
2167,4,MASTERB. BLANCO B.PE,1.0,CBOD,YUMBO,64488.0,0.1
2189,4,MASTERB. BLANCO B.PP,1.0,BBOD,BOGOTA,64488.0,0.1
2198,4,MASTERB. BLANCO B.PS,1.0,BBOD,BOGOTA,64488.0,0.85
2199,4,MASTERB. BLANCO B.PS,1.0,BBOD,FUNZA,80584.0,0.5
2204,4,MASTERB. NEGRO B.PE,1.0,ABOD,ITAGUI,64488.0,0.30000000000000004
2205,4,MASTERB. NEGRO B.PE,1.0,ABOD,LA ESTRELLA,64488.0,0.19999999999999998
2206,4,MASTERB. NEGRO B.PE,1.0,ABOD,MEDELLIN,64488.0,0.85
2207,4,MASTERB. NEGRO B.PE,1.0,BBOD,BOGOTA,64488.0,5.1
2208,4,MASTERB. NEGRO B.PE,1.0,BBOD,FUNZA,80584.0,0.1
2209,4,MASTERB. NEGRO B.PE,4.5,BBOD,FUSAGASUGA,501714.0,0.1
2210,4,MASTERB. NEGRO B.PE,8.5,CBOD,ARMENIA,1166447.0,0.03352941176470588
2211,4,MASTERB. NEGRO B.PE,4.5,CBOD,ARMENIA,805577.0,0.003333333333333333
2212,4,MASTERB. NEGRO B.PE,1.0,CBOD,CALI,64488.0,0.1
2213,4,MASTERB. NEGRO B.PE,8.5,CBOD,DOSQUEBRADAS,1166447.0,0.12294117647058822
2214,4,MASTERB. NEGRO B.PE,4.5,CBOD,DOSQUEBRADAS,805577.0,0.012222222222222225
2215,4,MASTERB. NEGRO B.PE,8.5,CBOD,PEREIRA,1166447.0,0.05029411764705882
