id_viaje,fecha,Tipo de Transporte,id_ciudad_origen,Origen (Nombre),id_ciudad_destino,Destino (Nombre),sku,SKU (Descripción),cantidad
4901878013,1/2/2019,camion,CGNA,CENTRO CARTAGENA,ABOD,CEDI MEDELLIN,4285,LDPE POLIFEN 641,-10000
4901878022,1/2/2019,camion,CBOD,CEDI CALI,CBOD,CEDI CALI,7443,PP NSY114G,-31000
4901878022,1/2/2019,camion,CBOD,CEDI CALI,CBOD,CEDI CALI,7443,PP NSY114G,-3000
4901878020,1/2/2019,camion,CBOD,CEDI CALI,BBOD,CEDI BOGOTA,7443,PP NSY114G,-7000
4901878020,1/2/2019,camion,CBOD,CEDI CALI,BBOD,CEDI BOGOTA,7443,PP NSY114G,-27000
4901878019,1/2/2019,camion,CBOD,CEDI CALI,CBOD,CEDI CALI,7443,PP NSY114G,-34000
4901878018,1/2/2019,camion,CBOD,CEDI CALI,BBOD,CEDI BOGOTA,7443,PP NSY114G,-34000
4901878082,1/2/2019,camion,CBOD,CEDI CALI,ABOD,CEDI MEDELLIN,7443,PP NSY114G,-15000
4901877932,1/2/2019,camion,CGNA,CENTRO CARTAGENA,BBOD,CEDI BOGOTA,1000034,HOMOPOLIMERO 11H01A BOLSAS 25 KG,-450
4901877931,1/2/2019,camion,CGNA,CENTRO CARTAGENA,BBOD,CEDI BOGOTA,1000040,HOMOPOLIMERO 40H92 BOLSAS 25 KG,-1000
4901877932,1/2/2019,camion,CGNA,CENTRO CARTAGENA,BBOD,CEDI BOGOTA,1000122,HOMOPOLIMERO 20H92N BOLSAS 25 KG,-300
4901877888,1/2/2019,camion,CGNA,CENTRO CARTAGENA,BBOD,CEDI BOGOTA,1000204,HOMOPOLIMERO 25H35-SB BOLSAS 25 KG,-8400
4901877927,1/2/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901877926,1/2/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901877915,1/2/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901877931,1/2/2019,camion,CGNA,CENTRO CARTAGENA,BBOD,CEDI BOGOTA,1000241,COPOLIMERO I. 16C12NA BOLSAS 25 KG,-25
4901878470,1/3/2019,camion,CBOD,CEDI CALI,ABOD,CEDI MEDELLIN,4211,POLIETILENO LLDPE EXELENE 1401,-20000
4901878330,1/3/2019,camion,CBOD,CEDI CALI,ABOD,CEDI MEDELLIN,7443,PP NSY114G,-9000
4901878330,1/3/2019,camion,CBOD,CEDI CALI,ABOD,CEDI MEDELLIN,7443,PP NSY114G,-25000
4901878492,1/3/2019,camion,CBOD,CEDI CALI,BBOD,CEDI BOGOTA,7443,PP NSY114G,-12500
4901878297,1/3/2019,camion,CBOD,CEDI CALI,CBOD,CEDI CALI,7443,PP NSY114G,-34000
4901878496,1/3/2019,camion,CBOD,CEDI CALI,BBOD,CEDI BOGOTA,7443,PP NSY114G,-34000
4901878492,1/3/2019,camion,CBOD,CEDI CALI,BBOD,CEDI BOGOTA,7443,PP NSY114G,-21500
4901878323,1/3/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000000,HOMOPOLIMERO 01H41 BOLSAS 25 KG,-5300
4901878323,1/3/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000039,COPOLIMERO R. 07R87DB BOLSAS 25 KG,-4500
4901878550,1/3/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901878491,1/3/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901878476,1/3/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901878444,1/3/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901878342,1/3/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901878322,1/3/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901878911,1/4/2019,camion,CGNA,CENTRO CARTAGENA,CBOD,CEDI CALI,5283,664-3BL,-200
4901878911,1/4/2019,camion,CGNA,CENTRO CARTAGENA,CBOD,CEDI CALI,6020,681-1NE,-50
4901878911,1/4/2019,camion,CGNA,CENTRO CARTAGENA,CBOD,CEDI CALI,6191,752-4NT,-250
4901878909,1/4/2019,camion,CGNA,CENTRO CARTAGENA,CBOD,CEDI CALI,6756,750-8NT,-525
4901878909,1/4/2019,camion,CGNA,CENTRO CARTAGENA,CBOD,CEDI CALI,6756,750-8NT,-1975
4901878855,1/4/2019,camion,CGNA,CENTRO CARTAGENA,BBOD,CEDI BOGOTA,6756,750-8NT,-1575
4901878882,1/4/2019,camion,CGNA,CENTRO CARTAGENA,ABOD,CEDI MEDELLIN,6756,750-8NT,-5000
4901878857,1/4/2019,camion,CGNA,CENTRO CARTAGENA,BBOD,CEDI BOGOTA,6756,750-8NT,-3425
4901878910,1/4/2019,camion,CGNA,CENTRO CARTAGENA,CBOD,CEDI CALI,1000038,HOMOPOLIMERO 20H10NA BOLSAS 25 KG,-1100
4901878910,1/4/2019,camion,CGNA,CENTRO CARTAGENA,CBOD,CEDI CALI,1000038,HOMOPOLIMERO 20H10NA BOLSAS 25 KG,-900
4901878630,1/4/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000045,COPOLIMERO R. 12R88A BOLSAS DE 25 KG,-9000
4901878674,1/4/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901878870,1/4/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901878721,1/4/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901878688,1/4/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901878904,1/4/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879115,1/5/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879106,1/5/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879006,1/5/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879007,1/5/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879206,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879205,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879229,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879228,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-12000
4901879200,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879201,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879202,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879237,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879228,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-12000
4901879194,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879238,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879193,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879192,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879232,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879211,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879195,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879196,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879230,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879210,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879197,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-21600
4901879197,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-2400
4901879198,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879209,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879199,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879208,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879207,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879235,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879219,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879233,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-7200
4901879236,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879233,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-16800
4901879220,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879187,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879188,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879217,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879226,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879189,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879190,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879227,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879191,1/6/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879289,1/7/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000005,HOMOPOLIMERO 03H82 BOLSAS 25 KG,-27000
4901879290,1/7/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000005,HOMOPOLIMERO 03H82 BOLSAS 25 KG,-27000
4901879319,1/7/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000005,HOMOPOLIMERO 03H82 BOLSAS 25 KG,-27000
4901879286,1/7/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000005,HOMOPOLIMERO 03H82 BOLSAS 25 KG,-27000
4901879315,1/7/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000005,HOMOPOLIMERO 03H82 BOLSAS 25 KG,-27000
4901879291,1/7/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000039,COPOLIMERO R. 07R87DB BOLSAS 25 KG,-27000
4901879292,1/7/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000039,COPOLIMERO R. 07R87DB BOLSAS 25 KG,-27000
4901879282,1/7/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000040,HOMOPOLIMERO 40H92 BOLSAS 25 KG,-27000
4901879268,1/7/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000040,HOMOPOLIMERO 40H92 BOLSAS 25 KG,-27000
4901879283,1/7/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000040,HOMOPOLIMERO 40H92 BOLSAS 25 KG,-27000
4901879284,1/7/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000048,COPOLIMERO I. 05C05 BOLSAS 25 KG,-27000
4901879285,1/7/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000048,COPOLIMERO I. 05C05 BOLSAS 25 KG,-27000
4901879287,1/7/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000182,COPOLIMERO I. 20C65NA BOLSAS 25 KG,-27000
4901879288,1/7/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000182,COPOLIMERO I. 20C65NA BOLSAS 25 KG,-27000
4901879301,1/7/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000201,HOMOPOLIMERO 11H01-R2 BOLSAS 25 KG,-27000
4901879302,1/7/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000201,HOMOPOLIMERO 11H01-R2 BOLSAS 25 KG,-27000
4901879303,1/7/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000201,HOMOPOLIMERO 11H01-R2 BOLSAS 25 KG,-27000
4901879318,1/7/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000201,HOMOPOLIMERO 11H01-R2 BOLSAS 25 KG,-27000
4901879320,1/7/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000201,HOMOPOLIMERO 11H01-R2 BOLSAS 25 KG,-27000
4901879300,1/7/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000224,COPOLIMERO I. 60C90ND BOLSAS 25 KG,-27000
4901879314,1/7/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000224,COPOLIMERO I. 60C90ND BOLSAS 25 KG,-27000
4901879281,1/7/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879294,1/7/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000243,HOMOPOLIMERO 05H82-AV BOLSAS 25 KG,-27000
4901879293,1/7/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000243,HOMOPOLIMERO 05H82-AV BOLSAS 25 KG,-27000
4901879295,1/7/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000243,HOMOPOLIMERO 05H82-AV BOLSAS 25 KG,-27000
4901879296,1/7/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000243,HOMOPOLIMERO 05H82-AV BOLSAS 25 KG,-27000
4901879297,1/7/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000243,HOMOPOLIMERO 05H82-AV BOLSAS 25 KG,-27000
4901879403,1/8/2019,camion,CBOD,CEDI CALI,BBOD,CEDI BOGOTA,4211,POLIETILENO LLDPE EXELENE 1401,-4000
4901879380,1/8/2019,camion,CBOD,CEDI CALI,CBOD,CEDI CALI,7443,PP NSY114G,-13500
4901879380,1/8/2019,camion,CBOD,CEDI CALI,CBOD,CEDI CALI,7443,PP NSY114G,-20500
4901879401,1/8/2019,camion,CBOD,CEDI CALI,BBOD,CEDI BOGOTA,7443,PP NSY114G,-30000
4901879405,1/8/2019,camion,CBOD,CEDI CALI,ABOD,CEDI MEDELLIN,7443,PP NSY114G,-34000
4901879416,1/8/2019,camion,CBOD,CEDI CALI,ABOD,CEDI MEDELLIN,7443,PP NSY114G,-34000
4901879420,1/8/2019,camion,CBOD,CEDI CALI,BBOD,CEDI BOGOTA,7443,PP NSY114G,-27000
4901879420,1/8/2019,camion,CBOD,CEDI CALI,BBOD,CEDI BOGOTA,7443,PP NSY114G,-5500
4901879420,1/8/2019,camion,CBOD,CEDI CALI,BBOD,CEDI BOGOTA,7443,PP NSY114G,-1500
4901879432,1/8/2019,camion,CBOD,CEDI CALI,ABOD,CEDI MEDELLIN,7443,PP NSY114G,-34000
4901879377,1/8/2019,camion,CBOD,CEDI CALI,CBOD,CEDI CALI,7443,PP NSY114G,-13500
4901879377,1/8/2019,camion,CBOD,CEDI CALI,CBOD,CEDI CALI,7443,PP NSY114G,-20500
4901879376,1/8/2019,camion,CBOD,CEDI CALI,CBOD,CEDI CALI,7443,PP NSY114G,-34000
4901879458,1/8/2019,camion,CBOD,CEDI CALI,CBOD,CEDI CALI,7510,PP TASNEE H1045,-34000
4901879476,1/8/2019,camion,CGNA,CENTRO CARTAGENA,BBOD,CEDI BOGOTA,1000000,HOMOPOLIMERO 01H41 BOLSAS 25 KG,-25
4901879475,1/8/2019,camion,CGNA,CENTRO CARTAGENA,BBOD,CEDI BOGOTA,1000033,HOMOPOLIMERO 08H85DB-P BOLSAS 25 KG,-10000
4901879476,1/8/2019,camion,CGNA,CENTRO CARTAGENA,BBOD,CEDI BOGOTA,1000034,HOMOPOLIMERO 11H01A BOLSAS 25 KG,-1000
4901879476,1/8/2019,camion,CGNA,CENTRO CARTAGENA,BBOD,CEDI BOGOTA,1000041,HOMOPOLIMERO 40H92N BOLSAS 25 KG,-5000
4901879476,1/8/2019,camion,CGNA,CENTRO CARTAGENA,BBOD,CEDI BOGOTA,1000042,COPOLIMERO R. 01R25 BOLSAS 25 KG,-850
4901879476,1/8/2019,camion,CGNA,CENTRO CARTAGENA,BBOD,CEDI BOGOTA,1000045,COPOLIMERO R. 12R88A BOLSAS DE 25 KG,-1875
4901879476,1/8/2019,camion,CGNA,CENTRO CARTAGENA,BBOD,CEDI BOGOTA,1000048,COPOLIMERO I. 05C05 BOLSAS 25 KG,-175
4901879476,1/8/2019,camion,CGNA,CENTRO CARTAGENA,BBOD,CEDI BOGOTA,1000071,COPOLIMERO R. 80R90CD BOLSAS 25 KG,-1500
4901879773,1/8/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000113,HOMOPOLIMERO 08H15DB-LT BOLSAS 25 KG,-27000
4901879755,1/8/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000113,HOMOPOLIMERO 08H15DB-LT BOLSAS 25 KG,-27000
4901879778,1/8/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000122,HOMOPOLIMERO 20H92N BOLSAS 25 KG,-27000
4901879476,1/8/2019,camion,CGNA,CENTRO CARTAGENA,BBOD,CEDI BOGOTA,1000177,COPOLIMERO R. 02R01CA-1 BOLSAS 25 KG,-25
4901879476,1/8/2019,camion,CGNA,CENTRO CARTAGENA,BBOD,CEDI BOGOTA,1000182,COPOLIMERO I. 20C65NA BOLSAS 25 KG,-25
4901879476,1/8/2019,camion,CGNA,CENTRO CARTAGENA,BBOD,CEDI BOGOTA,1000209,COPOLIMERO R. 45R60CD BOLSAS 25 KG,-1175
4901879476,1/8/2019,camion,CGNA,CENTRO CARTAGENA,BBOD,CEDI BOGOTA,1000220,HOMOPOLIMERO 08H85DB-BC BOLSAS 25 KG,-1900
4901879476,1/8/2019,camion,CGNA,CENTRO CARTAGENA,BBOD,CEDI BOGOTA,1000224,COPOLIMERO I. 60C90ND BOLSAS 25 KG,-25
4901879690,1/8/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879688,1/8/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879740,1/8/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879702,1/8/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879437,1/8/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879736,1/8/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879418,1/8/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879412,1/8/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879478,1/8/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-2400
4901879429,1/8/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879478,1/8/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-6000
4901879478,1/8/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-14400
4901879478,1/8/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-1200
4901879479,1/8/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879368,1/8/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879443,1/8/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879378,1/8/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879528,1/8/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
4901879669,1/8/2019,camion,CGNA,CENTRO CARTAGENA,CGNA,CENTRO CARTAGENA ,1000234,HOMOPOLIMERO 25H35-SB BIG BAG 1200 KG,-24000
