,mes,id_ciudad_origen,id_ciudad_destino,sku,cantidad,familia,capacidad,costo,conteo,tasa_util
152,1,CGNA_CEDI,GALAPA,,0.5,MASTERB. NEGRO B.PE,,,,
153,1,CGNA_CEDI,GIRARDOTA,,5.5,MASTERB. NEGRO B.PE,,,,
154,1,CGNA_CEDI,GUARNE,,3.0,MASTERB. NEGRO B.PE,,,,
155,1,CGNA_CEDI,ITAGUI,,1.15,MASTERB. NEGRO B.PE,,,,
156,1,CGNA_CEDI,LA ESTRELLA,,0.2,MASTERB. NEGRO B.PE,,,,
157,1,CGNA_CEDI,LA TEBAIDA,,1.0,MASTERB. NEGRO B.PE,,,,
158,1,CGNA_CEDI,LOS PATIOS,,0.25,MASTERB. NEGRO B.PE,,,,
159,1,CGNA_CEDI,MAGANGUE,,0.25,MASTERB. NEGRO B.PE,,,,
160,1,CGNA_CEDI,PUERTO TEJADA,,0.15,MASTERB. NEGRO B.PE,,,,
161,1,CGNA_CEDI,YUMBO,,0.025,MASTERB. NEGRO B.PE,,,,
162,1,CGNA_CEDI,COTA,,0.2,MASTERB. NEGRO B.PP,,,,
163,1,CGNA_CEDI,DOSQUEBRADAS,,0.2,MASTERB. NEGRO B.PP,,,,
164,1,CGNA_CEDI,ITAGUI,,2.025,MASTERB. NEGRO B.PP,,,,
165,1,CGNA_CEDI,MIRANDA,,0.07500000000000001,MASTERB. NEGRO B.PP,,,,
166,1,CGNA_CEDI,SOACHA,,0.4,MASTERB. NEGRO B.PP,,,,
167,1,CGNA_CEDI,VILLA RICA,,3.975,MASTERB. NEGRO B.PP,,,,
168,1,CGNA_CEDI,YUMBO,,0.4,MASTERB. NEGRO B.PP,,,,
169,1,CGNA_CEDI,ZIPAQUIRA,,0.2,MASTERB. NEGRO B.PP,,,,
170,1,CBOD,CAJICA,,0.375,MASTERBATCH DE COLOR,,,,
171,1,CGNA_CEDI,CAJICA,,0.126,MASTERBATCH DE COLOR,,,,
172,1,CGNA_CEDI,DOSQUEBRADAS,,0.376,MASTERBATCH DE COLOR,,,,
173,1,CGNA_CEDI,FUNZA,,7.406,MASTERBATCH DE COLOR,,,,
174,1,CGNA_CEDI,GUACHENE,,0.5,MASTERBATCH DE COLOR,,,,
175,1,CGNA_CEDI,LA ESTRELLA,,0.794,MASTERBATCH DE COLOR,,,,
176,1,CGNA_CEDI,MADRID,,1.175,MASTERBATCH DE COLOR,,,,
177,1,CGNA_CEDI,MIRANDA,,0.35200000000000004,MASTERBATCH DE COLOR,,,,
178,1,CGNA_CEDI,MOSQUERA,,0.1,MASTERBATCH DE COLOR,,,,
179,1,CGNA_CEDI,MOSQUERA,,0.15,MASTERBATCH DE COLOR,,,,
180,1,CGNA_CEDI,PIEDECUESTA,,0.05,MASTERBATCH DE COLOR,,,,
181,1,CGNA_CEDI,PUERTO TEJADA,,0.05,MASTERBATCH DE COLOR,,,,
182,1,CGNA_CEDI,SABANETA,,0.397,MASTERBATCH DE COLOR,,,,
183,1,CGNA_CEDI,ZIPAQUIRA,,1.25,MASTERBATCH DE COLOR,,,,
184,1,CBOD,LA ESTRELLA,,228.0,OTROS COMPUESTOS,,,,
185,1,CGNA_CEDI,TURBACO,,0.575,OTROS COMPUESTOS,,,,
186,1,CGNA_CEDI,FUNZA,,21.65,PP REF.FIBRA  VIDRIO,,,,
187,1,CGNA_CEDI,MANIZALES,,0.19999999999999998,PP REF.FIBRA  VIDRIO,,,,
188,1,CGNA_CEDI,MIRANDA,,7.050000000000001,PP REF.FIBRA  VIDRIO,,,,
189,1,CGNA_CEDI,ZONA FRANCA RIONEGRO ANTIOQUIA,,0.25,PP REF.FIBRA  VIDRIO,,,,
190,1,CGNA_CEDI,COTA,,4.9,PP REFORZADO  CACO3,,,,
191,1,CGNA_CEDI,FUNZA,,1.6,PP REFORZADO  CACO3,,,,
192,1,CGNA_CEDI,SABANETA,,0.1,PP REFORZADO  CACO3,,,,
193,1,CGNA_CEDI,BOGOTA-DISTRITO CAPITAL,,2.0,PP REFORZADO  TALCO,,,,
194,1,CGNA_CEDI,CAJICA,,0.15,PP REFORZADO  TALCO,,,,
195,1,CGNA_CEDI,COPACABANA,,2.1750000000000003,PP REFORZADO  TALCO,,,,
196,1,CGNA_CEDI,CALDAS,,5.9750000000000005,SEGUNDAS,,,,
197,2,CGNA_CEDI,COTA,,0.5,ADITIVOS,,,,
198,2,CGNA_CEDI,DOSQUEBRADAS,,0.025,ADITIVOS,,,,
199,2,CGNA_CEDI,ENVIGADO,,0.3,ADITIVOS,,,,
200,2,CGNA_CEDI,FUNZA,,0.025,ADITIVOS,,,,
201,2,CGNA_CEDI,GUACHENE,,2.0,ADITIVOS,,,,
202,2,CGNA_CEDI,GUACHENE,,0.5,ADITIVOS,,,,
203,2,CGNA_CEDI,ITAGUI,,5.0,ADITIVOS,,,,
204,2,CGNA_CEDI,LA ESTRELLA,,0.2,ADITIVOS,,,,
205,2,CGNA_CEDI,MANIZALES,,0.27499999999999997,ADITIVOS,,,,
206,2,CGNA_CEDI,SOACHA,,4.3,ADITIVOS,,,,
207,2,CGNA_CEDI,YUMBO,,0.05,ADITIVOS,,,,
208,2,CGNA_CEDI,ZIPAQUIRA,,0.625,ADITIVOS,,,,
209,2,CGNA_CEDI,COTA,,0.8,ANTIFIBRILANTES,,,,
210,2,CGNA_CEDI,DOSQUEBRADAS,,10.0,ANTIFIBRILANTES,,,,
211,2,CGNA_CEDI,GIRON,,0.625,ANTIFIBRILANTES,,,,
212,2,CGNA_CEDI,LA ESTRELLA,,10.0,ANTIFIBRILANTES,,,,
213,2,CGNA_CEDI,MANIZALES,,0.025,ANTIFIBRILANTES,,,,
214,2,CGNA_CEDI,TURBO,,1.0,ANTIFIBRILANTES,,,,
215,2,CGNA_CEDI,YUMBO,,0.125,ANTIFIBRILANTES,,,,
216,2,BBOD,GUARNE,,0.2,AYUDAS DE PROCESO,,,,
217,2,CGNA_CEDI,COTA,,1.5,AYUDAS DE PROCESO,,,,
218,2,CGNA_CEDI,GIRARDOTA,,20.0,AYUDAS DE PROCESO,,,,
219,2,CGNA_CEDI,GIRON,,4.025,AYUDAS DE PROCESO,,,,
220,2,CGNA_CEDI,ITAGUI,,2.0,AYUDAS DE PROCESO,,,,
221,2,CGNA_CEDI,LA ESTRELLA,,17.0,AYUDAS DE PROCESO,,,,
222,2,CGNA_CEDI,LOS PATIOS,,4.5,AYUDAS DE PROCESO,,,,
223,2,CGNA_CEDI,MOSQUERA,,1.0,AYUDAS DE PROCESO,,,,
224,2,CGNA_CEDI,TURBO,,0.3,AYUDAS DE PROCESO,,,,
225,2,CGNA_CEDI,VILLA DEL ROSARIO,,0.15,AYUDAS DE PROCESO,,,,
226,2,CGNA_CEDI,COTA,,3.1,COMPUESTOS FLEXIBLES,,,,
227,2,CGNA_CEDI,LA ESTRELLA,,0.325,COMPUESTOS FLEXIBLES,,,,
228,2,CGNA_CEDI,PALMIRA,,0.025,COMPUESTOS FLEXIBLES,,,,
229,2,BBOD,COPACABANA,,0.5,COPOLIMERO IMPACTO,,,,
230,2,CGNA_CEDI,BELEN,,27.0,COPOLIMERO IMPACTO,,,,
231,2,CGNA_CEDI,BOGOTA-DISTRITO CAPITAL,,14.0,COPOLIMERO IMPACTO,,,,
232,2,CGNA_CEDI,CAJICA,,1.0,COPOLIMERO IMPACTO,,,,
233,2,CGNA_CEDI,COPACABANA,,54.0,COPOLIMERO IMPACTO,,,,
234,2,CGNA_CEDI,COTA,,22.5,COPOLIMERO IMPACTO,,,,
235,2,CGNA_CEDI,ENVIGADO,,2.0,COPOLIMERO IMPACTO,,,,
236,2,CGNA_CEDI,FUNZA,,12.0,COPOLIMERO IMPACTO,,,,
237,2,CGNA_CEDI,FUNZA,,54.0,COPOLIMERO IMPACTO,,,,
238,2,CGNA_CEDI,GUACHENE,,25.0,COPOLIMERO IMPACTO,,,,
239,2,CGNA_CEDI,ITAGUI,,36.0,COPOLIMERO IMPACTO,,,,
240,2,CGNA_CEDI,LA ESTRELLA,,112.425,COPOLIMERO IMPACTO,,,,
241,2,CGNA_CEDI,MADRID,,29.45,COPOLIMERO IMPACTO,,,,
242,2,CGNA_CEDI,MANIZALES,,55.8,COPOLIMERO IMPACTO,,,,
243,2,CGNA_CEDI,MOSQUERA,,10.0,COPOLIMERO IMPACTO,,,,
244,2,CGNA_CEDI,MIRANDA,,54.0,COPOLIMERO IMPACTO,,,,
245,2,CGNA_CEDI,PALMIRA,,12.0,COPOLIMERO IMPACTO,,,,
246,2,CGNA_CEDI,SOACHA,,2.0,COPOLIMERO IMPACTO,,,,
247,2,CGNA_CEDI,TENJO,,5.0,COPOLIMERO IMPACTO,,,,
248,2,CGNA_CEDI,VILLA RICA,,44.0,COPOLIMERO IMPACTO,,,,
249,2,CGNA_CEDI,YUMBO,,13.025,COPOLIMERO IMPACTO,,,,
250,2,CGNA_CEDI,ZIPAQUIRA,,29.5,COPOLIMERO IMPACTO,,,,
251,2,CGNA_CEDI,ZONA FRANCA RIONEGRO ANTIOQUIA,,9.9,COPOLIMERO IMPACTO,,,,
252,2,BBOD,BOGOTA-DISTRITO CAPITAL,,0.6000000000000001,COPOLIMERO RANDOM,,,,
253,2,CGNA_CEDI,BELEN,,27.0,COPOLIMERO RANDOM,,,,
254,2,CGNA_CEDI,CAJICA,,1.0,COPOLIMERO RANDOM,,,,
255,2,CGNA_CEDI,COPACABANA,,8.0,COPOLIMERO RANDOM,,,,
256,2,CGNA_CEDI,COTA,,62.325,COPOLIMERO RANDOM,,,,
257,2,CGNA_CEDI,DOSQUEBRADAS,,0.3,COPOLIMERO RANDOM,,,,
258,2,CGNA_CEDI,ENVIGADO,,17.0,COPOLIMERO RANDOM,,,,
259,2,CGNA_CEDI,FUNZA,,16.625,COPOLIMERO RANDOM,,,,
260,2,CGNA_CEDI,GIRARDOTA,,3.5,COPOLIMERO RANDOM,,,,
261,2,CGNA_CEDI,GUACHENE,,3.0,COPOLIMERO RANDOM,,,,
262,2,CGNA_CEDI,GUACHENE,,10.0,COPOLIMERO RANDOM,,,,
263,2,CGNA_CEDI,GUARNE,,12.5,COPOLIMERO RANDOM,,,,
264,2,CGNA_CEDI,ITAGUI,,63.275,COPOLIMERO RANDOM,,,,
265,2,CGNA_CEDI,LA ESTRELLA,,76.1,COPOLIMERO RANDOM,,,,
266,2,CGNA_CEDI,MADRID,,5.0,COPOLIMERO RANDOM,,,,
267,2,CGNA_CEDI,MANIZALES,,27.025,COPOLIMERO RANDOM,,,,
268,2,CGNA_CEDI,MOSQUERA,,2.0,COPOLIMERO RANDOM,,,,
269,2,CGNA_CEDI,MADRID,,6.0,COPOLIMERO RANDOM,,,,
270,2,CGNA_CEDI,PALMIRA,,2.5,COPOLIMERO RANDOM,,,,
271,2,CGNA_CEDI,SABANETA,,48.225,COPOLIMERO RANDOM,,,,
272,2,CGNA_CEDI,SOACHA,,35.0,COPOLIMERO RANDOM,,,,
273,2,CGNA_CEDI,TULUA,,3.0,COPOLIMERO RANDOM,,,,
274,2,CGNA_CEDI,YUMBO,,25.575000000000003,COPOLIMERO RANDOM,,,,
275,2,BBOD,ITAGUI,,0.5,HDPE HMW BIMODAL,,,,
276,2,CGNA_CEDI,ARMENIA,,8.0,HDPE HMW BIMODAL,,,,
277,2,CGNA_CEDI,LOS PATIOS,,14.5,HDPE HMW BIMODAL,,,,
278,2,CGNA_CEDI,MAGANGUE,,11.0,HDPE HMW BIMODAL,,,,
279,2,CGNA_CEDI,MOSQUERA,,57.375,HDPE HMW BIMODAL,,,,
280,2,CGNA_CEDI,PIEDECUESTA,,1.0,HDPE HMW BIMODAL,,,,
281,2,CGNA_CEDI,CANDELARIA,,0.5,HDPE INYEC M.I.17-20,,,,
282,2,CGNA_CEDI,PALMIRA,,0.7,HDPE INYEC M.I.17-20,,,,
283,2,BBOD,BOGOTA-DISTRITO CAPITAL,,5.0,HDPE SOPLADO,,,,
284,2,BBOD,COPACABANA,,0.5,HDPE SOPLADO,,,,
285,2,CGNA_CEDI,BOGOTA-DISTRITO CAPITAL,,5.0,HDPE SOPLADO,,,,
286,2,CGNA_CEDI,CIENAGA,,1.0,HDPE SOPLADO FORMOLE,,,,
287,2,BBOD,BOGOTA-DISTRITO CAPITAL,,5.0,HOMOPOLIMERO,,,,
288,2,BBOD,BOGOTA-DISTRITO CAPITAL,,1.2,HOMOPOLIMERO,,,,
289,2,CGNA_CEDI,APARTADO,,0.15,HOMOPOLIMERO,,,,
290,2,CGNA_CEDI,BELEN,,9.0,HOMOPOLIMERO,,,,
291,2,CGNA_CEDI,BOGOTA-DISTRITO CAPITAL,,20.0,HOMOPOLIMERO,,,,
292,2,CGNA_CEDI,CAJICA,,136.0,HOMOPOLIMERO,,,,
293,2,CGNA_CEDI,CHIA,,65.007,HOMOPOLIMERO,,,,
294,2,CGNA_CEDI,COTA,,118.89999999999999,HOMOPOLIMERO,,,,
295,2,CGNA_CEDI,DOSQUEBRADAS,,49.0,HOMOPOLIMERO,,,,
296,2,CGNA_CEDI,DOSQUEBRADAS,,14.0,HOMOPOLIMERO,,,,
297,2,CGNA_CEDI,ENVIGADO,,26.0,HOMOPOLIMERO,,,,
298,2,CGNA_CEDI,FUNZA,,194.875,HOMOPOLIMERO,,,,
299,2,CGNA_CEDI,FUNZA,,245.0,HOMOPOLIMERO,,,,
300,2,CGNA_CEDI,GALAPA,,14.0,HOMOPOLIMERO,,,,
301,2,CGNA_CEDI,GIRON,,49.99999999999999,HOMOPOLIMERO,,,,
302,2,CGNA_CEDI,GUACHENE,,9.0,HOMOPOLIMERO,,,,
303,2,CGNA_CEDI,GUARNE,,17.0,HOMOPOLIMERO,,,,
304,2,CGNA_CEDI,GUACHENE,,102.0,HOMOPOLIMERO,,,,
305,2,CGNA_CEDI,ITAGUI,,1262.15,HOMOPOLIMERO,,,,
306,2,CGNA_CEDI,LA ESTRELLA,,423.72499999999997,HOMOPOLIMERO,,,,
307,2,CGNA_CEDI,MADRID,,26.4,HOMOPOLIMERO,,,,
308,2,CGNA_CEDI,MANIZALES,,179.0,HOMOPOLIMERO,,,,
